title,link,main_category,rating,reviews,website,phone,address
WinMart,https://www.google.com/maps/place/WinMart/data=!4m7!3m6!1s0x3135aca212b3e9eb:0xc25e21836db3a926!8m2!3d21.0073081!4d105.8015488!16s%2Fg%2F1pzrl9781!19sChIJ6-mzEqKsNTERJqmzbYMhXsI?authuser=0&hl=en&rclk=1,Supermarket,4.1,2013,http://winmart.vn/,024 7106 6866,"WinMart, TTTM Winmart Trung Hòa, N 05 P. Hoàng Đạo Thúy, Trung Hoà, Cầu Giấy, Hà Nội 100000"
Siêu thị mẹ bầu và em bé KidsPlaza 90 Nguyễn Khánh Toàn,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+m%E1%BA%B9+b%E1%BA%A7u+v%C3%A0+em+b%C3%A9+KidsPlaza+90+Nguy%E1%BB%85n+Kh%C3%A1nh+To%C3%A0n/data=!4m7!3m6!1s0x3135ab48716b6dc7:0x40bb1513ee32ddc8!8m2!3d21.0370801!4d105.8021438!16s%2Fg%2F11c5rqfs87!19sChIJx21rcUirNTERyN0y7hMVu0A?authuser=0&hl=en&rclk=1,Baby store,2.7,7,http://www.kidsplaza.vn/,024 3212 3600,"Siêu thị mẹ bầu và em bé KidsPlaza 90 Nguyễn Khánh Toàn, 90 Đ. Nguyễn Khánh Toàn, Quan Hoa, Cầu Giấy, Hà Nội 100000"
WinMart,https://www.google.com/maps/place/WinMart/data=!4m7!3m6!1s0x3135ab755ba39fa9:0x8461d1d4a5d1cc62!8m2!3d21.0273574!4d105.7859684!16s%2Fg%2F11h4cz6knq!19sChIJqZ-jW3WrNTERYszRpdTRYYQ?authuser=0&hl=en&rclk=1,Supermarket,4.4,277,http://winmart.vn/,,"WinMart, Ngõ 3 Tôn Thất Thuyết, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
Mipec Mart,https://www.google.com/maps/place/Mipec+Mart/data=!4m7!3m6!1s0x3135abcab7d1c78d:0x1716e61a341a201d!8m2!3d21.037711!4d105.786799!16s%2Fg%2F11kpn0dq7p!19sChIJjcfRt8qrNTERHSAaNBrmFhc?authuser=0&hl=en&rclk=1,Supermarket,,,,,"2QQP+3PW Mipec Mart, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
Siêu thị tự chọn Phương Nam,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+t%E1%BB%B1+ch%E1%BB%8Dn+Ph%C6%B0%C6%A1ng+Nam/data=!4m7!3m6!1s0x3135ab10a3df64a3:0xb8cef12ee9d0b371!8m2!3d21.035598!4d105.8030173!16s%2Fg%2F11qbxybbjn!19sChIJo2TfoxCrNTERcbPQ6S7xzrg?authuser=0&hl=en&rclk=1,Supermarket,,,,,"Siêu thị tự chọn Phương Nam, 7 Ng. 143 P. Quan Hoa, Quan Hoa, Cầu Giấy, Hà Nội"
Siêu thị tự chọn Kenmark,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+t%E1%BB%B1+ch%E1%BB%8Dn+Kenmark/data=!4m7!3m6!1s0x3135ab8efaf26537:0x37ca56f2ec1441c9!8m2!3d21.0349124!4d105.7998601!16s%2Fg%2F11t_wj1_b2!19sChIJN2Xy-o6rNTERyUEU7PJWyjc?authuser=0&hl=en&rclk=1,Grocery store,,,,0939 911 362,"Siêu thị tự chọn Kenmark, 2 Ng. 79 P. Đ. Quảng Hàm, Quan Hoa, Cầu Giấy, Hà Nội"
Hanaro mart,https://www.google.com/maps/place/Hanaro+mart/data=!4m7!3m6!1s0x3135ab5f855fc2f9:0x1532f8177a040a1!8m2!3d21.0140134!4d105.7980718!16s%2Fg%2F11b6c9g013!19sChIJ-cJfhV-rNTERoUCgd4EvUwE?authuser=0&hl=en&rclk=1,Supermarket,3.7,33,,024 6328 1497,"Hanaro mart, Lô 1E, Số 12, đường Trung Yên 11C, Khu đô thị Nam Trung Yên, Cầu Giấy, Hà Nội"
Thăng Long Plaza,https://www.google.com/maps/place/Th%C4%83ng+Long+Plaza/data=!4m7!3m6!1s0x3135aca84cd69f23:0x670f567b445ca24e!8m2!3d21.01117!4d105.790895!16s%2Fg%2F11g9q2m948!19sChIJI5_WTKisNTERTqJcRHtWD2c?authuser=0&hl=en&rclk=1,Supermarket,4.5,4,,0933 995 368,"Thăng Long Plaza, Toà Nhà B11B, Đường P. Mạc Thái Tông, Trung Hoà, Cầu Giấy, Hà Nội 100000"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135ab36bac88029:0x4c0956084620cd8a!8m2!3d21.0415358!4d105.7887067!16s%2Fg%2F11h9zw42qk!19sChIJKYDIujarNTERis0gRghWCUw?authuser=0&hl=en&rclk=1,Supermarket,3.9,37,,024 7106 6866,"WinMart+, Số 17 phốTrần, P. Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội 11310"
Siêu thị mẹ bầu và em bé Kids Plaza Trần Thái Tông,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+m%E1%BA%B9+b%E1%BA%A7u+v%C3%A0+em+b%C3%A9+Kids+Plaza+Tr%E1%BA%A7n+Th%C3%A1i+T%C3%B4ng/data=!4m7!3m6!1s0x3135ab3f1270d933:0x94f27582840608e9!8m2!3d21.0347607!4d105.7893652!16s%2Fg%2F12616zq2p!19sChIJM9lwEj-rNTER6QgGhIJ18pQ?authuser=0&hl=en&rclk=1,Baby store,4,29,http://www.kidsplaza.vn/,024 6327 1808,"Siêu thị mẹ bầu và em bé Kids Plaza Trần Thái Tông, 41 P.Trần Thái Tông, Dịch Vọng, Cầu Giấy, Hà Nội"
Siêu thị Mẹ và Bé,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+M%E1%BA%B9+v%C3%A0+B%C3%A9/data=!4m7!3m6!1s0x3135adc344d7f979:0x63642baf37202cd!8m2!3d21.0046133!4d105.7998001!16s%2Fg%2F11jvdy68c2!19sChIJefnXRMOtNTERzQJy87pCNgY?authuser=0&hl=en&rclk=1,Supermarket,,,,,"Siêu thị Mẹ và Bé, 25 P. Nguyễn Thị Thập, Nhân Chính, Cầu Giấy, Hà Nội 13413"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135ab37c0d21ed9:0x9a702fc167284551!8m2!3d21.0361534!4d105.7919669!16s%2Fg%2F11jnsjzb_q!19sChIJ2R7SwDerNTERUUUoZ8EvcJo?authuser=0&hl=en&rclk=1,Supermarket,4,1,,024 7106 6866,"WinMart+, Số 16 ngõ 2 phố, P. Trần Quý Kiên, Tổ 58A, Cầu Giấy, Hà Nội 11311"
SIÊU THỊ MINI BẠCH LIÊN,https://www.google.com/maps/place/SI%C3%8AU+TH%E1%BB%8A+MINI+B%E1%BA%A0CH+LI%C3%8AN/data=!4m7!3m6!1s0x3135aba7244e2ec9:0x6996ec8aa6b2c91c!8m2!3d21.0309661!4d105.7841715!16s%2Fg%2F11k7rvyqkt!19sChIJyS5OJKerNTERHMmyporslmk?authuser=0&hl=en&rclk=1,Supermarket,,,,,"SIÊU THỊ MINI BẠCH LIÊN, B57 P. Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
HC Electronics,https://www.google.com/maps/place/HC+Electronics/data=!4m7!3m6!1s0x3135abeb201365af:0xfa224b8d408a11c1!8m2!3d21.0465412!4d105.7965961!16s%2Fg%2F11qq55_d4z!19sChIJr2UTIOurNTERwRGKQI1LIvo?authuser=0&hl=en&rclk=1,Electronics store,3.6,59,http://hc.com.vn/,1800 1788,"HC Electronics, 94 Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x313454cba86655cb:0x6e299e0e4174b0dd!8m2!3d21.0409028!4d105.7792636!16s%2Fg%2F11c52ttdk0!19sChIJy1VmqMtUNDER3bB0QQ6eKW4?authuser=0&hl=en&rclk=1,Supermarket,3.9,53,http://winmart.vn/,,"WinMart+, Số 37 phố Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội 11309"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135ab156164cf3f:0x24dc22eec71f63e7!8m2!3d21.036695!4d105.805688!16s%2Fg%2F11f61gvy_f!19sChIJP89kYRWrNTER52Mfx-4i3CQ?authuser=0&hl=en&rclk=1,Supermarket,4.4,19,,024 7106 6866,"WinMart+, Số 217A P. Quan Hoa, Quan Hoa, Cầu Giấy, Hà Nội 11306"
siêu thị máy nghe nhạc,https://www.google.com/maps/place/si%C3%AAu+th%E1%BB%8B+m%C3%A1y+nghe+nh%E1%BA%A1c/data=!4m7!3m6!1s0x3135ab37d9ef59d1:0x9a5588592678cbce!8m2!3d21.0364886!4d105.7916636!16s%2Fg%2F1tf053q0!19sChIJ0Vnv2TerNTERzst4JlmIVZo?authuser=0&hl=en&rclk=1,Supermarket,1,1,,0985 500 868,"siêu thị máy nghe nhạc, 11 P. Trần Quý Kiên, Dịch Vọng, Cầu Giấy, Hà Nội"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135aca039036c41:0x60264c4cd978b038!8m2!3d21.00993!4d105.8043304!16s%2Fg%2F11jnskv83d!19sChIJQWwDOaCsNTEROLB42UxMJmA?authuser=0&hl=en&rclk=1,Supermarket,3.9,15,,024 7106 6866,"WinMart+, 149 P. Hoàng Ngân, Trung Hoà, Cầu Giấy, Hà Nội 13413"
L's Place,https://www.google.com/maps/place/L%27s+Place/data=!4m7!3m6!1s0x3135ab57746b2723:0x45f961ac31b00df0!8m2!3d21.0357495!4d105.7828685!16s%2Fg%2F11gfj9_4nf!19sChIJIydrdFerNTER8A2wMaxh-UU?authuser=0&hl=en&rclk=1,Supermarket,4.3,12,,0945 240 691,"L's Place, 241 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135ab400ce346c1:0xb552046e8d8ef536!8m2!3d21.0342971!4d105.804108!16s%2Fg%2F11c55jm1q6!19sChIJwUbjDECrNTERNvWOjW4EUrU?authuser=0&hl=en&rclk=1,Supermarket,4.2,23,http://winmart.vn/,024 7106 6866,"WinMart+, Số 121B phố, P. Quan Hoa, Quan Hoa, Cầu Giấy, Hà Nội 11306"
AEON MaxValu Nam Trung Yên,https://www.google.com/maps/place/AEON+MaxValu+Nam+Trung+Y%C3%AAn/data=!4m7!3m6!1s0x3135abda765ff2cd:0xf9ceba725f8792f4!8m2!3d21.0182844!4d105.7879503!16s%2Fg%2F11tmn_ycfk!19sChIJzfJfdtqrNTER9JKHX3K6zvk?authuser=0&hl=en&rclk=1,Supermarket,4.4,5,,,"2Q9Q+858 AEON MaxValu Nam Trung Yên, Khu đô thị Nam Trung Yên, Cầu Giấy, Hà Nội"
Winmart Supermarket,https://www.google.com/maps/place/Winmart+Supermarket/data=!4m7!3m6!1s0x3135abee816db813:0x4fe6b8aa1213f466!8m2!3d21.0144604!4d105.7963862!16s%2Fg%2F11v18cy6dt!19sChIJE7htge6rNTERZvQTEqq45k8?authuser=0&hl=en&rclk=1,Supermarket,1,2,,,"2Q7W+QHJ Winmart Supermarket, Trung Yên 1, Cầu Giấy, Hà Nội"
Điện Máy Xanh,https://www.google.com/maps/place/%C4%90i%E1%BB%87n+M%C3%A1y+Xanh/data=!4m7!3m6!1s0x3135abeebfafd575:0x3270ba3eaa750d7!8m2!3d21.0345425!4d105.796139!16s%2Fg%2F11h0_k_jlr!19sChIJddWvv-6rNTER11Cn6qMLJwM?authuser=0&hl=en&rclk=1,Electronics store,4.4,141,https://www.dienmayxanh.com/?utm_source=GMB_list&utm_medium=organic&utm_campaign=GMB_website,1800 1061,"Điện Máy Xanh, 260 Đ. Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội 10000"
Sakuko Store Trần Đăng Ninh,https://www.google.com/maps/place/Sakuko+Store+Tr%E1%BA%A7n+%C4%90%C4%83ng+Ninh/data=!4m7!3m6!1s0x3135ab3779d240ff:0x27a15230415be54d!8m2!3d21.0400396!4d105.7912135!16s%2Fg%2F11c1vmxdwl!19sChIJ_0DSeTerNTERTeVbQTBSoSc?authuser=0&hl=en&rclk=1,Supermarket,4.2,174,https://sakukostore.com.vn/,024 6685 7070,"Sakuko Store Trần Đăng Ninh, A3, 251 Trần Đăng Ninh, Làng Quốc tế Thăng Long, Cầu Giấy, Hà Nội"
WM+ 31 ngõ 260 Đường Cầu Giấy,https://www.google.com/maps/place/WM%2B+31+ng%C3%B5+260+%C4%90%C6%B0%E1%BB%9Dng+C%E1%BA%A7u+Gi%E1%BA%A5y/data=!4m7!3m6!1s0x3135abafff7a42cd:0x300f77c3976a564e!8m2!3d21.0351314!4d105.7960695!16s%2Fg%2F11t5273skl!19sChIJzUJ6_6-rNTERTlZql8N3DzA?authuser=0&hl=en&rclk=1,Supermarket,,,,,"2QPW+3CP WM+ 31 ngõ 260 Đường Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội"
KOREA MART,https://www.google.com/maps/place/KOREA+MART/data=!4m7!3m6!1s0x3135ab3c1c4c8ae5:0x25889a7b8570dbb!8m2!3d21.0363203!4d105.7832494!16s%2Fg%2F11srz_db24!19sChIJ5YpMHDyrNTERuw1XuKeJWAI?authuser=0&hl=en&rclk=1,Supermarket,,,,,"KOREA MART, Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
Siêu Thị Điện Máy Mipec,https://www.google.com/maps/place/Si%C3%AAu+Th%E1%BB%8B+%C4%90i%E1%BB%87n+M%C3%A1y+Mipec/data=!4m7!3m6!1s0x3135ab2492c8c847:0xbf467f92d725f165!8m2!3d21.0383768!4d105.7869302!16s%2Fg%2F11srygy7_j!19sChIJR8jIkiSrNTERZfEl15J_Rr8?authuser=0&hl=en&rclk=1,Industrial supermarket,,,https://sieu-thi-dien-may.business.site/?utm_source=gmb&utm_medium=referral,,"Siêu Thị Điện Máy Mipec, 122 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội 100000"
Pico Electronics,https://www.google.com/maps/place/Pico+Electronics/data=!4m7!3m6!1s0x3135ab4a7d61f8c7:0xcd0b03e60fc91486!8m2!3d21.0362225!4d105.7851571!16s%2Fg%2F1tdvrsy0!19sChIJx_hhfUqrNTERhhTJD-YDC80?authuser=0&hl=en&rclk=1,Electronics store,4.1,1154,https://pico.vn/,1900 6619,"Pico Electronics, 173 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội 100000"
WinMart+,https://www.google.com/maps/place/WinMart%2B/data=!4m7!3m6!1s0x3135ab50f584e627:0x3938d9f129547c41!8m2!3d21.0216361!4d105.7920854!16s%2Fg%2F11c5st74bv!19sChIJJ-aE9VCrNTERQXxUKfHZODk?authuser=0&hl=en&rclk=1,Supermarket,4.3,86,,024 7106 6866,"WinMart+, Số 15 Ng. 259 P. Yên Hòa, Yên Hoà, Cầu Giấy, Hà Nội 11358"
Siêu Thị Cửa Việt,https://www.google.com/maps/place/Si%C3%AAu+Th%E1%BB%8B+C%E1%BB%ADa+Vi%E1%BB%87t/data=!4m7!3m6!1s0x3135ab50f8d1d4bf:0xaeefd0b5ad1ae287!8m2!3d21.0216111!4d105.7912817!16s%2Fg%2F11jwm1jf_3!19sChIJv9TR-FCrNTERh-IarbXQ764?authuser=0&hl=en&rclk=1,Store,,,,,"Siêu Thị Cửa Việt, 210 P. Trung Kính, Khu đô thị Nam Trung Yên, Cầu Giấy, Hà Nội"
Siêu Thị Làm Đẹp Hà Nội,https://www.google.com/maps/place/Si%C3%AAu+Th%E1%BB%8B+L%C3%A0m+%C4%90%E1%BA%B9p+H%C3%A0+N%E1%BB%99i/data=!4m7!3m6!1s0x3135ab453b86d6bf:0xfc86fb6887d968b7!8m2!3d21.025353!4d105.79569!16s%2Fg%2F11j5hmkq8g!19sChIJv9aGO0WrNTERt2jZh2j7hvw?authuser=0&hl=en&rclk=1,Vitamin & supplements store,4.9,41,https://sieuthilamdep.com/,0986 000 333,"Siêu Thị Làm Đẹp Hà Nội, 104A P. Hoa Bằng, Yên Hoà, Cầu Giấy, Hà Nội 122000"
Siêu thị mẹ và bé Violet Pham,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+m%E1%BA%B9+v%C3%A0+b%C3%A9+Violet+Pham/data=!4m7!3m6!1s0x3135ab4a835695d7:0xc72b6e04aa94a450!8m2!3d21.0364225!4d105.7843016!16s%2Fg%2F1thzlcc2!19sChIJ15VWg0qrNTERUKSUqgRuK8c?authuser=0&hl=en&rclk=1,Supermarket,4.3,13,,0961 844 999,"Siêu thị mẹ và bé Violet Pham, 197 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
Siêu Thi Quan Hoa,https://www.google.com/maps/place/Si%C3%AAu+Thi+Quan+Hoa/data=!4m7!3m6!1s0x3135ab3e20893cdd:0xb6cbc92c85621190!8m2!3d21.0391202!4d105.8054761!16s%2Fg%2F11c6z22r6d!19sChIJ3TyJID6rNTERkBFihSzJy7Y?authuser=0&hl=en&rclk=1,Shopping mall,4,7,,024 3767 8319,"2RQ4+J5X Siêu Thi Quan Hoa, Chung cư bộ kế hoạch và đầu tư, P. Đông Quan, Quan Hoa, Cầu Giấy, Hà Nội"
Siêu thị tại nhà HomeMart,https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+t%E1%BA%A1i+nh%C3%A0+HomeMart/data=!4m7!3m6!1s0x3135ab51aac718cf:0x5d932dd5e8f2726f!8m2!3d21.0303715!4d105.8000228!16s%2Fg%2F11g0h8f_fx!19sChIJzxjHqlGrNTERb3Ly6NUtk10?authuser=0&hl=en&rclk=1,Home goods store,4,1,,0913 091 059,"Siêu thị tại nhà HomeMart, 61 Ng. 79 Đ. Cầu Giấy, Quan Hoa, Cầu Giấy, Hà Nội"
Siêu Thị Thành Công,https://www.google.com/maps/place/Si%C3%AAu+Th%E1%BB%8B+Th%C3%A0nh+C%C3%B4ng/data=!4m7!3m6!1s0x3135ab308e86f503:0x689290bbab970a1e!8m2!3d21.043201!4d105.7961566!16s%2Fg%2F11cn7wp7b6!19sChIJA_WGjjCrNTERHgqXq7uQkmg?authuser=0&hl=en&rclk=1,Home goods store,4.4,17,,0936 059 982,"Siêu Thị Thành Công, Nhà B12 Nghĩa Tân, Số 106, Nghĩa Tân, Cầu Giấy, Hà Nội 123105"
"Siêu thị Điện máy XANH Trung Hoà, Cầu Giấy","https://www.google.com/maps/place/Si%C3%AAu+th%E1%BB%8B+%C4%90i%E1%BB%87n+m%C3%A1y+XANH+Trung+Ho%C3%A0,+C%E1%BA%A7u+Gi%E1%BA%A5y/data=!4m7!3m6!1s0x3135ac9e6a378993:0xa964b89a232a962!8m2!3d21.0090156!4d105.809442!16s%2Fg%2F11bccm44xt!19sChIJk4k3ap6sNTERYqkyoolLlgo?authuser=0&hl=en&rclk=1",Electronics store,4.4,304,https://www.dienmayxanh.com/?utm_source=GMB_list&utm_medium=organic&utm_campaign=GMB_website,1800 1061,"Siêu thị Điện máy XANH Trung Hoà, Cầu Giấy, 61 Đ. Lê Văn Lương, Trung Hoà, Cầu Giấy, Hà Nội 10000"
T-Mart Ct2A KĐT Nghĩa Đô,https://www.google.com/maps/place/T-Mart+Ct2A+K%C4%90T+Ngh%C4%A9a+%C4%90%C3%B4/data=!4m7!3m6!1s0x3135ab3025793547:0x6eb79964de2e68d0!8m2!3d21.0511091!4d105.7929617!16s%2Fg%2F11lfq0b6l2!19sChIJRzV5JTCrNTER0Ggu3mSZt24?authuser=0&hl=en&rclk=1,Supermarket,4.7,14,,024 3202 0120,"T-Mart Ct2A KĐT Nghĩa Đô, Ct2A KĐT, Nghĩa Đô, Cầu Giấy, Hà Nội"
K-Market 17T3,https://www.google.com/maps/place/K-Market+17T3/data=!4m7!3m6!1s0x3135aca1113a774f:0x605180308d9048a3!8m2!3d21.0088806!4d105.8013278!16s%2Fg%2F11bcclxs9j!19sChIJT3c6EaGsNTERo0iQjTCAUWA?authuser=0&hl=en&rclk=1,Supermarket,4.1,125,http://facebook.com/kmarketvietnam,024 6276 4567,"K-Market 17T3, 17T3 Hoàng Đạo Thúy, Trung Hoà, Cầu Giấy, Hà Nội"
Dong Xanh Food Mart,https://www.google.com/maps/place/Dong+Xanh+Food+Mart/data=!4m7!3m6!1s0x3135ab853a5578c5:0x8176ea556944a103!8m2!3d21.0189557!4d105.7996651!16s%2Fg%2F11jdpnbjwj!19sChIJxXhVOoWrNTERA6FEaVXqdoE?authuser=0&hl=en&rclk=1,Supermarket,3.3,4,,024 3783 5475,"Dong Xanh Food Mart, 132 P. Vũ Phạm Hàm, Yên Hoà, Cầu Giấy, Hà Nội"
Xanh Mart,https://www.google.com/maps/place/Xanh+Mart/data=!4m7!3m6!1s0x3135ab82acb28913:0x8ff89601458db148!8m2!3d21.0213654!4d105.7999968!16s%2Fg%2F11nx0mbkl_!19sChIJE4myrIKrNTERSLGNRQGW-I8?authuser=0&hl=en&rclk=1,Variety store,5,4,,,"Xanh Mart, 50A Đ. Nguyễn Khang, Yên Hoà, Cầu Giấy, Hà Nội"
Fresh Mart Cửa hàng tiện lợi,https://www.google.com/maps/place/Fresh+Mart+C%E1%BB%ADa+h%C3%A0ng+ti%E1%BB%87n+l%E1%BB%A3i/data=!4m7!3m6!1s0x3134552bf79a52c7:0x43442ed1e0a9afc3!8m2!3d21.0348072!4d105.7727377!16s%2Fg%2F11fj3mw6ty!19sChIJx1Ka9ytVNDERw6-p4NEuREM?authuser=0&hl=en&rclk=1,Supermarket,4,5,,,"Fresh Mart Cửa hàng tiện lợi, 56 P. Dương Khuê, Mai Dịch, Cầu Giấy, Hà Nội"
